,Instrument,ESG Controversies Score Grade,ESG Controversies Score,Date
1,RIO.L,D+,17.5675675675675,2021-12-31T00:00:00Z
2,RIO.L,D-,6.17283950617283,2020-12-31T00:00:00Z
3,RIO.L,A,91.1764705882352,2019-12-31T00:00:00Z
4,RIO.L,B+,68.8524590163934,2018-12-31T00:00:00Z
5,RIO.L,C-,33.0,2017-12-31T00:00:00Z
6,RIO.L,D,10.1851851851851,2016-12-31T00:00:00Z
7,RIO.L,A+,100.0,2015-12-31T00:00:00Z
8,RIO.L,C+,44.7368421052631,2014-12-31T00:00:00Z
9,RIO.L,B+,67.2727272727272,2013-12-31T00:00:00Z
10,RIO.L,C-,26.4705882352941,2012-12-31T00:00:00Z
0,SPX.L,A+,100.0,2021-12-31T00:00:00Z
1,SPX.L,A+,100.0,2020-12-31T00:00:00Z
2,SPX.L,A+,100.0,2019-12-31T00:00:00Z
3,SPX.L,A+,100.0,2018-12-31T00:00:00Z
4,SPX.L,A+,100.0,2017-12-31T00:00:00Z
5,SPX.L,A+,100.0,2016-12-31T00:00:00Z
6,SPX.L,A+,100.0,2015-12-31T00:00:00Z
7,SPX.L,A+,100.0,2014-12-31T00:00:00Z
8,SPX.L,A+,100.0,2013-12-31T00:00:00Z
9,SPX.L,A+,100.0,2012-12-31T00:00:00Z
10,SPX.L,A+,100.0,2011-12-31T00:00:00Z
0,FRES.L,A-,77.4774774774774,2021-12-31T00:00:00Z
1,FRES.L,A+,100.0,2020-12-31T00:00:00Z
2,FRES.L,A+,100.0,2019-12-31T00:00:00Z
3,FRES.L,A+,100.0,2018-12-31T00:00:00Z
4,FRES.L,A+,100.0,2017-12-31T00:00:00Z
5,FRES.L,A+,100.0,2016-12-31T00:00:00Z
6,FRES.L,B+,72.4137931034482,2015-12-31T00:00:00Z
7,FRES.L,A+,100.0,2014-12-31T00:00:00Z
8,FRES.L,A+,100.0,2013-12-31T00:00:00Z
9,FRES.L,A+,100.0,2012-12-31T00:00:00Z
10,FRES.L,A+,100.0,2011-12-31T00:00:00Z
0,SBRY.L,A+,100.0,2021-03-06T00:00:00Z
1,SBRY.L,C-,25.6756756756756,2020-03-07T00:00:00Z
2,SBRY.L,D-,6.0,2019-03-09T00:00:00Z
3,SBRY.L,D,9.375,2018-03-10T00:00:00Z
4,SBRY.L,D,12.5,2017-03-11T00:00:00Z
5,SBRY.L,C+,45.0,2016-03-12T00:00:00Z
6,SBRY.L,C,36.8421052631578,2015-03-14T00:00:00Z
7,SBRY.L,A+,100.0,2014-03-15T00:00:00Z
8,SBRY.L,A,83.3333333333333,2013-03-16T00:00:00Z
9,SBRY.L,D,15.9090909090909,2012-03-17T00:00:00Z
10,SBRY.L,A,83.3333333333333,2011-03-19T00:00:00Z
0,CRDA.L,A+,100.0,2021-12-31T00:00:00Z
1,CRDA.L,A+,100.0,2020-12-31T00:00:00Z
2,CRDA.L,A+,100.0,2019-12-31T00:00:00Z
3,CRDA.L,A+,100.0,2018-12-31T00:00:00Z
4,CRDA.L,A+,100.0,2017-12-31T00:00:00Z
5,CRDA.L,A+,100.0,2016-12-31T00:00:00Z
6,CRDA.L,A+,100.0,2015-12-31T00:00:00Z
7,CRDA.L,A+,100.0,2014-12-31T00:00:00Z
8,CRDA.L,A+,100.0,2013-12-31T00:00:00Z
9,CRDA.L,A+,100.0,2012-12-31T00:00:00Z
10,CRDA.L,A+,100.0,2011-12-31T00:00:00Z
0,AUTOA.L,A+,100.0,2022-03-31T00:00:00Z
1,AUTOA.L,A+,100.0,2021-03-31T00:00:00Z
2,AUTOA.L,A+,100.0,2020-03-31T00:00:00Z
3,AUTOA.L,A+,100.0,2019-03-31T00:00:00Z
4,AUTOA.L,A+,100.0,2018-03-31T00:00:00Z
5,AUTOA.L,A+,100.0,2017-03-31T00:00:00Z
6,AUTOA.L,A+,100.0,2016-03-27T00:00:00Z
7,AUTOA.L,A+,100.0,2015-03-29T00:00:00Z
0,TW.L,B+,75.0,2022-12-31T00:00:00Z
1,TW.L,C,33.3333333333333,2021-12-31T00:00:00Z
2,TW.L,D-,7.14285714285714,2020-12-31T00:00:00Z
3,TW.L,A+,100.0,2019-12-31T00:00:00Z
4,TW.L,A+,100.0,2018-12-31T00:00:00Z
5,TW.L,A+,100.0,2017-12-31T00:00:00Z
6,TW.L,A+,100.0,2016-12-31T00:00:00Z
7,TW.L,A+,100.0,2015-12-31T00:00:00Z
8,TW.L,A+,100.0,2014-12-31T00:00:00Z
9,TW.L,A+,100.0,2013-12-31T00:00:00Z
10,TW.L,A+,100.0,2012-12-31T00:00:00Z
0,LSEG.L,A+,100.0,2022-12-31T00:00:00Z
1,LSEG.L,A+,100.0,2021-12-31T00:00:00Z
2,LSEG.L,A,85.8974358974358,2020-12-31T00:00:00Z
3,LSEG.L,A+,100.0,2019-12-31T00:00:00Z
4,LSEG.L,A+,100.0,2018-12-31T00:00:00Z
5,LSEG.L,A,85.7142857142857,2017-12-31T00:00:00Z
6,LSEG.L,A,87.5,2016-12-31T00:00:00Z
7,LSEG.L,A+,100.0,2015-12-31T00:00:00Z
8,LSEG.L,A+,100.0,2014-03-31T00:00:00Z
9,LSEG.L,A+,100.0,2013-03-31T00:00:00Z
10,LSEG.L,A+,100.0,2012-03-31T00:00:00Z
0,ULVR.L,D-,3.33333333333333,2021-12-31T00:00:00Z
1,ULVR.L,D-,4.16666666666666,2020-12-31T00:00:00Z
2,ULVR.L,B+,70.0,2019-12-31T00:00:00Z
3,ULVR.L,A-,80.7692307692307,2018-12-31T00:00:00Z
4,ULVR.L,B+,70.0,2017-12-31T00:00:00Z
5,ULVR.L,A,83.3333333333333,2016-12-31T00:00:00Z
6,ULVR.L,A+,100.0,2015-12-31T00:00:00Z
7,ULVR.L,D+,19.4444444444444,2014-12-31T00:00:00Z
8,ULVR.L,A-,80.0,2013-12-31T00:00:00Z
9,ULVR.L,C-,26.9230769230769,2012-12-31T00:00:00Z
10,ULVR.L,D+,16.6666666666666,2011-12-31T00:00:00Z
0,RTO.L,A+,100.0,2022-12-31T00:00:00Z
1,RTO.L,A+,100.0,2021-12-31T00:00:00Z
2,RTO.L,A+,100.0,2020-12-31T00:00:00Z
3,RTO.L,B+,69.4444444444444,2019-12-31T00:00:00Z
4,RTO.L,D,11.3636363636363,2018-12-31T00:00:00Z
5,RTO.L,A+,100.0,2017-12-31T00:00:00Z
6,RTO.L,A+,100.0,2016-12-31T00:00:00Z
7,RTO.L,A+,100.0,2015-12-31T00:00:00Z
8,RTO.L,A+,100.0,2014-12-31T00:00:00Z
9,RTO.L,A+,100.0,2013-12-31T00:00:00Z
10,RTO.L,A+,100.0,2012-12-31T00:00:00Z
0,HSBA.L,D,15.0862068965517,2022-12-31T00:00:00Z
1,HSBA.L,D,10.9929078014184,2021-12-31T00:00:00Z
2,HSBA.L,D,14.018691588785,2020-12-31T00:00:00Z
3,HSBA.L,D+,20.6730769230769,2019-12-31T00:00:00Z
4,HSBA.L,D-,6.89655172413793,2018-12-31T00:00:00Z
5,HSBA.L,D,12.1621621621621,2017-12-31T00:00:00Z
6,HSBA.L,D-,4.66666666666666,2016-12-31T00:00:00Z
7,HSBA.L,D+,18.4782608695652,2015-12-31T00:00:00Z
8,HSBA.L,D,8.66666666666666,2014-12-31T00:00:00Z
9,HSBA.L,D,9.25925925925925,2013-12-31T00:00:00Z
10,HSBA.L,D,9.55882352941176,2012-12-31T00:00:00Z
0,BNZL.L,A+,100.0,2021-12-31T00:00:00Z
1,BNZL.L,A+,100.0,2020-12-31T00:00:00Z
2,BNZL.L,A+,100.0,2019-12-31T00:00:00Z
3,BNZL.L,A+,100.0,2018-12-31T00:00:00Z
4,BNZL.L,A+,100.0,2017-12-31T00:00:00Z
5,BNZL.L,A+,100.0,2016-12-31T00:00:00Z
6,BNZL.L,A+,100.0,2015-12-31T00:00:00Z
7,BNZL.L,A+,100.0,2014-12-31T00:00:00Z
8,BNZL.L,A+,100.0,2013-12-31T00:00:00Z
9,BNZL.L,A+,100.0,2012-12-31T00:00:00Z
10,BNZL.L,A+,100.0,2011-12-31T00:00:00Z
0,RKT.L,C+,46.6666666666666,2021-12-31T00:00:00Z
1,RKT.L,A+,100.0,2020-12-31T00:00:00Z
2,RKT.L,D,15.0,2019-12-31T00:00:00Z
3,RKT.L,A-,80.7692307692307,2018-12-31T00:00:00Z
4,RKT.L,C,35.0,2017-12-31T00:00:00Z
5,RKT.L,A+,100.0,2016-12-31T00:00:00Z
6,RKT.L,A-,80.0,2015-12-31T00:00:00Z
7,RKT.L,B+,69.4444444444444,2014-12-31T00:00:00Z
8,RKT.L,A-,80.0,2013-12-31T00:00:00Z
9,RKT.L,A,84.6153846153846,2012-12-31T00:00:00Z
10,RKT.L,C,33.3333333333333,2011-12-31T00:00:00Z
0,CRH.L,A+,100.0,2022-12-31T00:00:00Z
1,CRH.L,A+,100.0,2021-12-31T00:00:00Z
2,CRH.L,A+,100.0,2020-12-31T00:00:00Z
3,CRH.L,A+,100.0,2019-12-31T00:00:00Z
4,CRH.L,A-,77.7777777777777,2018-12-31T00:00:00Z
5,CRH.L,A+,100.0,2017-12-31T00:00:00Z
6,CRH.L,A+,100.0,2016-12-31T00:00:00Z
7,CRH.L,A+,100.0,2015-12-31T00:00:00Z
8,CRH.L,A,87.5,2014-12-31T00:00:00Z
9,CRH.L,A,88.8888888888888,2013-12-31T00:00:00Z
10,CRH.L,A+,100.0,2012-12-31T00:00:00Z
0,HSX.L,D+,23.2758620689655,2021-12-31T00:00:00Z
1,HSX.L,D-,3.77358490566037,2020-12-31T00:00:00Z
2,HSX.L,B-,51.3888888888888,2019-12-31T00:00:00Z
3,HSX.L,C,38.8888888888888,2018-12-31T00:00:00Z
4,HSX.L,A+,100.0,2017-12-31T00:00:00Z
5,HSX.L,A+,100.0,2016-12-31T00:00:00Z
6,HSX.L,A+,100.0,2015-12-31T00:00:00Z
7,HSX.L,A+,100.0,2014-12-31T00:00:00Z
8,HSX.L,A+,100.0,2013-12-31T00:00:00Z
9,HSX.L,A+,100.0,2012-12-31T00:00:00Z
10,HSX.L,A+,100.0,2011-12-31T00:00:00Z
0,BDEV.L,D,10.0,2021-06-30T00:00:00Z
1,BDEV.L,B-,57.1428571428571,2020-06-30T00:00:00Z
2,BDEV.L,A+,100.0,2019-06-30T00:00:00Z
3,BDEV.L,A+,100.0,2018-06-30T00:00:00Z
4,BDEV.L,A+,100.0,2017-06-30T00:00:00Z
5,BDEV.L,A+,100.0,2016-06-30T00:00:00Z
6,BDEV.L,A+,100.0,2015-06-30T00:00:00Z
7,BDEV.L,A+,100.0,2014-06-30T00:00:00Z
8,BDEV.L,A+,100.0,2013-06-30T00:00:00Z
9,BDEV.L,A+,100.0,2012-06-30T00:00:00Z
10,BDEV.L,A+,100.0,2011-06-30T00:00:00Z
0,GLEN.L,D-,2.25225225225225,2021-12-31T00:00:00Z
1,GLEN.L,D-,8.02469135802469,2020-12-31T00:00:00Z
2,GLEN.L,D,10.2941176470588,2019-12-31T00:00:00Z
3,GLEN.L,D+,18.8524590163934,2018-12-31T00:00:00Z
4,GLEN.L,A,91.0,2017-12-31T00:00:00Z
5,GLEN.L,D+,21.4285714285714,2016-12-31T00:00:00Z
6,GLEN.L,C+,50.0,2015-12-31T00:00:00Z
7,GLEN.L,D+,21.4285714285714,2014-12-31T00:00:00Z
8,GLEN.L,C,39.0909090909091,2013-12-31T00:00:00Z
9,GLEN.L,D+,21.4285714285714,2012-12-31T00:00:00Z
10,GLEN.L,D+,21.4285714285714,2011-12-31T00:00:00Z
0,RMV.L,A+,100.0,2022-12-31T00:00:00Z
1,RMV.L,A+,100.0,2021-12-31T00:00:00Z
2,RMV.L,A+,100.0,2020-12-31T00:00:00Z
3,RMV.L,A+,100.0,2019-12-31T00:00:00Z
4,RMV.L,A+,100.0,2018-12-31T00:00:00Z
5,RMV.L,A+,100.0,2017-12-31T00:00:00Z
6,RMV.L,A+,100.0,2016-12-31T00:00:00Z
7,RMV.L,A+,100.0,2015-12-31T00:00:00Z
8,RMV.L,A+,100.0,2014-12-31T00:00:00Z
9,RMV.L,A+,100.0,2013-12-31T00:00:00Z
10,RMV.L,A+,100.0,2012-12-31T00:00:00Z
0,FLTRF.L,A+,100.0,2022-12-31T00:00:00Z
1,FLTRF.L,A+,100.0,2021-12-31T00:00:00Z
2,FLTRF.L,B+,68.5185185185185,2020-12-31T00:00:00Z
3,FLTRF.L,C,34.375,2019-12-31T00:00:00Z
4,FLTRF.L,A+,100.0,2018-12-31T00:00:00Z
5,FLTRF.L,A+,100.0,2017-12-31T00:00:00Z
6,FLTRF.L,A+,100.0,2016-12-31T00:00:00Z
7,FLTRF.L,A+,100.0,2015-12-31T00:00:00Z
8,FLTRF.L,A+,100.0,2014-12-31T00:00:00Z
9,FLTRF.L,A+,100.0,2013-12-31T00:00:00Z
10,FLTRF.L,A+,100.0,2012-12-31T00:00:00Z
0,SMIN.L,A+,100.0,2021-07-31T00:00:00Z
1,SMIN.L,A+,100.0,2020-07-31T00:00:00Z
2,SMIN.L,A+,100.0,2019-07-31T00:00:00Z
3,SMIN.L,A+,100.0,2018-07-31T00:00:00Z
4,SMIN.L,A+,100.0,2017-07-31T00:00:00Z
5,SMIN.L,A+,100.0,2016-07-31T00:00:00Z
6,SMIN.L,A+,100.0,2015-07-31T00:00:00Z
7,SMIN.L,A+,100.0,2014-07-31T00:00:00Z
8,SMIN.L,A+,100.0,2013-07-31T00:00:00Z
9,SMIN.L,C+,50.0,2012-07-31T00:00:00Z
10,SMIN.L,A+,100.0,2011-07-31T00:00:00Z
0,CTEC.L,A+,100.0,2022-12-31T00:00:00Z
1,CTEC.L,A+,100.0,2021-12-31T00:00:00Z
2,CTEC.L,A+,100.0,2020-12-31T00:00:00Z
3,CTEC.L,A+,100.0,2019-12-31T00:00:00Z
4,CTEC.L,A+,100.0,2018-12-31T00:00:00Z
5,CTEC.L,A+,100.0,2017-12-31T00:00:00Z
6,CTEC.L,A+,100.0,2016-12-31T00:00:00Z
0,ABF.L,B+,71.4285714285714,2021-09-18T00:00:00Z
1,ABF.L,A+,100.0,2020-09-12T00:00:00Z
2,ABF.L,A+,92.8571428571428,2019-09-14T00:00:00Z
3,ABF.L,A,83.8709677419354,2018-09-15T00:00:00Z
4,ABF.L,A-,82.1428571428571,2017-09-16T00:00:00Z
5,ABF.L,A+,100.0,2016-09-17T00:00:00Z
6,ABF.L,B+,73.6842105263157,2015-09-12T00:00:00Z
7,ABF.L,B+,72.7272727272727,2014-09-13T00:00:00Z
8,ABF.L,A,89.3939393939393,2013-09-14T00:00:00Z
9,ABF.L,C-,28.5714285714285,2012-09-15T00:00:00Z
10,ABF.L,A,90.3846153846153,2011-09-17T00:00:00Z
0,HLN.L,,,
0,ANTO.L,A+,100.0,2022-12-31T00:00:00Z
1,ANTO.L,D-,7.65765765765765,2021-12-31T00:00:00Z
2,ANTO.L,D+,17.9012345679012,2020-12-31T00:00:00Z
3,ANTO.L,A+,96.3235294117647,2019-12-31T00:00:00Z
4,ANTO.L,C,40.1639344262295,2018-12-31T00:00:00Z
5,ANTO.L,A,91.0,2017-12-31T00:00:00Z
6,ANTO.L,D,13.8888888888888,2016-12-31T00:00:00Z
7,ANTO.L,A+,100.0,2015-12-31T00:00:00Z
8,ANTO.L,A+,100.0,2014-12-31T00:00:00Z
9,ANTO.L,A+,100.0,2013-12-31T00:00:00Z
10,ANTO.L,A+,100.0,2012-12-31T00:00:00Z
0,RR.L,D+,25.0,2021-12-31T00:00:00Z
1,RR.L,B+,73.9130434782608,2020-12-31T00:00:00Z
2,RR.L,A,89.4736842105263,2019-12-31T00:00:00Z
3,RR.L,A+,100.0,2018-12-31T00:00:00Z
4,RR.L,D,14.7058823529411,2017-12-31T00:00:00Z
5,RR.L,C-,29.1666666666666,2016-12-31T00:00:00Z
6,RR.L,A+,100.0,2015-12-31T00:00:00Z
7,RR.L,C-,32.1428571428571,2014-12-31T00:00:00Z
8,RR.L,D,11.1111111111111,2013-12-31T00:00:00Z
9,RR.L,A,84.375,2012-12-31T00:00:00Z
10,RR.L,A+,100.0,2011-12-31T00:00:00Z
0,HLMA.L,A+,100.0,2021-03-31T00:00:00Z
1,HLMA.L,A+,100.0,2020-03-31T00:00:00Z
2,HLMA.L,A+,100.0,2019-03-31T00:00:00Z
3,HLMA.L,A+,100.0,2018-03-31T00:00:00Z
4,HLMA.L,A+,100.0,2017-04-01T00:00:00Z
5,HLMA.L,A+,100.0,2016-04-02T00:00:00Z
6,HLMA.L,A+,100.0,2015-03-28T00:00:00Z
7,HLMA.L,A+,100.0,2014-03-29T00:00:00Z
8,HLMA.L,A+,100.0,2013-03-30T00:00:00Z
9,HLMA.L,A+,100.0,2012-03-31T00:00:00Z
10,HLMA.L,A+,100.0,2011-04-02T00:00:00Z
0,AHT.L,B+,74.5283018867924,2022-04-30T00:00:00Z
1,AHT.L,A+,100.0,2021-04-30T00:00:00Z
2,AHT.L,A+,100.0,2020-04-30T00:00:00Z
3,AHT.L,A+,100.0,2019-04-30T00:00:00Z
4,AHT.L,A+,100.0,2018-04-30T00:00:00Z
5,AHT.L,A+,94.1176470588235,2017-04-30T00:00:00Z
6,AHT.L,A+,100.0,2016-04-30T00:00:00Z
7,AHT.L,A+,100.0,2015-04-30T00:00:00Z
8,AHT.L,A+,100.0,2014-04-30T00:00:00Z
9,AHT.L,A+,100.0,2013-04-30T00:00:00Z
10,AHT.L,A+,100.0,2012-04-30T00:00:00Z
0,NXT.L,A+,100.0,2023-01-28T00:00:00Z
1,NXT.L,A+,100.0,2022-01-29T00:00:00Z
2,NXT.L,A+,100.0,2021-01-30T00:00:00Z
3,NXT.L,C,40.3225806451612,2020-01-25T00:00:00Z
4,NXT.L,A,84.4827586206896,2019-01-26T00:00:00Z
5,NXT.L,A+,100.0,2018-01-27T00:00:00Z
6,NXT.L,A+,100.0,2017-01-28T00:00:00Z
7,NXT.L,A+,100.0,2016-01-30T00:00:00Z
8,NXT.L,A+,91.6666666666666,2015-01-24T00:00:00Z
9,NXT.L,A+,92.5925925925925,2014-01-25T00:00:00Z
10,NXT.L,A+,100.0,2013-01-26T00:00:00Z
0,BAES.L,A+,100.0,2022-12-31T00:00:00Z
1,BAES.L,A+,100.0,2021-12-31T00:00:00Z
2,BAES.L,C,39.1304347826087,2020-12-31T00:00:00Z
3,BAES.L,A+,100.0,2019-12-31T00:00:00Z
4,BAES.L,A+,92.1052631578947,2018-12-31T00:00:00Z
5,BAES.L,C+,50.0,2017-12-31T00:00:00Z
6,BAES.L,A,87.5,2016-12-31T00:00:00Z
7,BAES.L,B+,75.0,2015-12-31T00:00:00Z
8,BAES.L,A,89.2857142857142,2014-12-31T00:00:00Z
9,BAES.L,A-,77.7777777777777,2013-12-31T00:00:00Z
10,BAES.L,C,34.375,2012-12-31T00:00:00Z
0,BRBY.L,C-,28.5714285714285,2021-03-27T00:00:00Z
1,BRBY.L,A+,100.0,2020-03-28T00:00:00Z
2,BRBY.L,A+,100.0,2019-03-30T00:00:00Z
3,BRBY.L,A+,100.0,2018-03-31T00:00:00Z
4,BRBY.L,A+,100.0,2017-03-31T00:00:00Z
5,BRBY.L,A+,100.0,2016-03-31T00:00:00Z
6,BRBY.L,A+,91.6666666666666,2015-03-31T00:00:00Z
7,BRBY.L,A+,100.0,2014-03-31T00:00:00Z
8,BRBY.L,A+,100.0,2013-03-31T00:00:00Z
9,BRBY.L,A,84.7826086956521,2012-03-31T00:00:00Z
10,BRBY.L,A+,100.0,2011-03-31T00:00:00Z
0,JD.L,D+,17.1428571428571,2021-01-30T00:00:00Z
1,JD.L,D-,6.45161290322581,2020-02-01T00:00:00Z
2,JD.L,D+,18.9655172413793,2019-02-02T00:00:00Z
3,JD.L,A+,100.0,2018-02-03T00:00:00Z
4,JD.L,A+,100.0,2017-01-28T00:00:00Z
5,JD.L,A+,100.0,2016-01-30T00:00:00Z
6,JD.L,A+,100.0,2015-01-31T00:00:00Z
7,JD.L,A+,100.0,2014-02-01T00:00:00Z
8,JD.L,A+,100.0,2013-02-02T00:00:00Z
9,JD.L,A+,100.0,2012-01-28T00:00:00Z
0,FRAS.L,A+,100.0,2022-04-24T00:00:00Z
1,FRAS.L,B+,74.2857142857142,2021-04-25T00:00:00Z
2,FRAS.L,A+,100.0,2020-04-26T00:00:00Z
3,FRAS.L,A,84.4827586206896,2019-04-28T00:00:00Z
4,FRAS.L,B+,72.7272727272727,2018-04-29T00:00:00Z
5,FRAS.L,C,40.9090909090909,2017-04-30T00:00:00Z
6,FRAS.L,C-,30.7692307692307,2016-04-24T00:00:00Z
7,FRAS.L,A+,100.0,2015-04-26T00:00:00Z
8,FRAS.L,B-,57.4074074074074,2014-04-27T00:00:00Z
9,FRAS.L,A+,100.0,2013-04-28T00:00:00Z
10,FRAS.L,A+,100.0,2012-04-29T00:00:00Z
0,RS1R.L,A+,100.0,2022-03-31T00:00:00Z
1,RS1R.L,A+,100.0,2021-03-31T00:00:00Z
2,RS1R.L,A+,100.0,2020-03-31T00:00:00Z
3,RS1R.L,A+,100.0,2019-03-31T00:00:00Z
4,RS1R.L,A+,100.0,2018-03-31T00:00:00Z
5,RS1R.L,A+,100.0,2017-03-31T00:00:00Z
6,RS1R.L,A+,100.0,2016-03-31T00:00:00Z
7,RS1R.L,A+,100.0,2015-03-31T00:00:00Z
8,RS1R.L,A+,100.0,2014-03-31T00:00:00Z
9,RS1R.L,A+,100.0,2013-03-31T00:00:00Z
10,RS1R.L,A+,100.0,2012-03-31T00:00:00Z
0,BMEB.L,A+,100.0,2021-03-27T00:00:00Z
1,BMEB.L,A+,100.0,2020-03-28T00:00:00Z
2,BMEB.L,A+,100.0,2019-03-30T00:00:00Z
3,BMEB.L,A+,100.0,2018-03-31T00:00:00Z
4,BMEB.L,A+,100.0,2017-03-25T00:00:00Z
5,BMEB.L,A+,100.0,2016-03-26T00:00:00Z
6,BMEB.L,A+,100.0,2015-03-28T00:00:00Z
